,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30
0,-659.597412109375,40.89271545410156,-6.337469100952148,2.135687828063965,3.5480589866638184,0.8047615885734558,2.512326955795288,-0.3368566334247589,-0.5496857762336731,0.21578183770179749,1.039395809173584,1.6984045505523682,0.47467145323753357,-1.0709471702575684,-1.3148905038833618,-0.18836326897144318,-0.08312437683343887,0.20176425576210022,0.626399040222168,-0.41795068979263306,789.6081543,795.6784058,957.8682709,952.612915,803.2634735,799.2540741,786.7115784,778.3855438,772.7794647,764.4402313,939.7259521,941.0761261,941.6653442,669.7612762,657.890625,940.7447815,942.219162,622.7204132,608.8978958,597.2284317,592.918129,942.7390289,940.7746124,940.7646179,940.587616,941.2149811,940.1511383,455.3533173,445.6877136,442.4359131
1,-292.83477783203125,267.6156311035156,-31.524200439453125,-17.887941360473633,27.01803207397461,-12.516392707824707,-10.344816207885742,-1.5918694734573364,-14.941174507141113,-10.007528305053711,-5.13779354095459,-6.208637714385986,-1.840299367904663,-5.119336128234863,-8.58160400390625,-5.596978664398193,-7.949373245239258,-7.917209625244141,-1.3291090726852417,-0.8404927849769592,431.801033,419.1906738,407.890892,380.6297684,339.7865295,321.6811371,939.2623901,293.5490227,289.7366524,277.236805,261.1240196,246.8268394,939.5709229,940.6919861,940.2442932,939.8683929,241.0164452,246.9025612,939.4546509,939.845047,283.2765007,291.2200928,939.6826172,387.7128601,391.1141205,395.1780319,402.7537155,415.2303314,938.8204193,939.344635
2,-305.2230529785156,244.67201232910156,-3.893402099609375,-44.6068115234375,3.2507152557373047,5.895391941070557,1.6899712085723877,6.827462673187256,0.7446750998497009,-5.771279335021973,-6.333979606628418,-2.2511258125305176,5.010935306549072,2.4340264797210693,-7.714495658874512,-6.270520210266113,1.9985153675079346,0.6324272751808167,-5.379351615905762,-6.326122283935547,939.0340424,939.2877197,938.9824677,940.9046173,561.0737228,940.4237366,939.4929504,580.5196381,584.9946976,937.935257,938.6856079,939.4220734,940.4862976,941.1962891,708.1673431,719.8329926,949.5949554,956.6960144,978.3115387,757.6616669,761.9449615,1036.661758,1045.031281,1042.934799,807.6752472,817.91008,822.0414734,824.3352509,1035.299988,1039.11438
3,-315.51251220703125,256.9569091796875,-1.2006943225860596,-25.436708450317383,17.819677352905273,-2.2044126987457275,-6.866660118103027,6.551410675048828,-3.638557195663452,-9.829277992248535,-2.31282901763916,-0.8534082770347595,-0.8593568205833435,3.551487445831299,2.8573031425476074,-3.2978084087371826,-6.639399528503418,-6.634170055389404,-5.73868465423584,-3.462695598602295,1038.073959,1037.392731,772.8939819,756.4109802,745.4036713,739.879303,716.1833954,1039.425583,688.0263519,648.0569458,1038.031845,1038.551407,613.102684,596.0834885,589.3429565,578.4873962,571.4878082,558.1052399,1038.42392,1038.236847,1038.767624,1037.16217,1037.54364,456.2145233,441.2572861,424.9430847,1037.814865,404.9440765,374.2672348,360.7955551
4,-314.0820617675781,263.2500305175781,-4.278463840484619,-26.831130981445312,26.33891487121582,7.504233360290527,-6.451949119567871,3.456089496612549,0.3588053286075592,-0.7468507885932922,4.305095672607422,1.309869408607483,-1.735512614250183,0.21986106038093567,-0.7197991609573364,-1.3253792524337769,3.927994728088379,7.164884567260742,2.745457887649536,-2.265962600708008,326.1383438,1054.49501,1056.816406,1060.551987,1063.099518,1062.872467,1061.976471,1056.273346,1056.008835,225.3759766,1055.014114,1050.857773,1053.362122,233.2748222,241.3039207,1049.996872,1050.95459,1050.246353,1050.246353,1049.766846,1049.92691,1049.134064,1049.56337,1048.102646,400.252533,1047.496033,1048.062973,1047.405014,1049.82254,1051.230774
5,-272.0833435058594,247.82489013671875,0.40609943866729736,-33.36259841918945,18.53531265258789,14.370131492614746,2.936990261077881,7.866652011871338,3.950451374053955,1.4772238731384277,3.946376085281372,-0.4459744095802307,-5.082335948944092,-3.1407151222229004,-0.04772452637553215,2.8287408351898193,6.0032243728637695,6.428389072418213,3.8719654083251953,0.7860502004623413,1051.198044,1049.873734,1049.64035,1049.405899,1049.608459,1048.452072,1047.852554,1048.473282,1048.256836,1047.748947,1046.679077,1046.616745,1048.570099,1046.451187,1045.730133,1043.747025,1033.173218,1026.329346,1015.70488,763.4535217,772.0715332,1009.510727,825.9888458,840.2381134,1010.60463,1009.894257,1010.293655,1012.709427,835.9256744,825.4943848
6,-290.1968078613281,267.3790283203125,-12.847465515136719,-20.00250816345215,23.163742065429688,0.38928401470184326,0.010724637657403946,8.341425895690918,-2.873549461364746,-5.845024585723877,4.12633752822876,6.937979221343994,0.9077189564704895,2.4969937801361084,6.104706287384033,1.7961560487747192,2.183547019958496,6.347687721252441,4.428636074066162,0.9120416045188904,1015.543442,793.1674957,786.625061,775.3833771,1024.307861,1026.157532,1030.425186,1039.616852,1043.170395,663.978653,1049.999847,1051.720657,1058.253021,1058.574982,1059.483032,1060.596237,1059.575424,1058.856812,1057.46727,1059.124603,1060.144424,1061.002121,1058.706055,1058.901443,449.3450546,441.3658142,436.1148834,423.5113907,1072.560883,1075.260544
7,-296.7130126953125,279.27825927734375,-8.971792221069336,-26.94266128540039,23.09414291381836,1.6550297737121582,-2.9896011352539062,6.506051540374756,-1.6312106847763062,-0.6784221529960632,3.2017323970794678,-0.10841400176286697,1.0079994201660156,0.851871907711029,-2.746368169784546,-3.167117118835449,-4.468532562255859,-1.8980737924575806,6.83009147644043,6.401241779327393,1075.306473,321.232872,317.4516869,1074.800568,1081.201248,1088.370056,1096.07193,1100.04776,1100.235825,1106.562119,1103.458328,1098.830109,1098.92868,1096.061935,1092.153091,1086.913681,1088.47641,300.2702522,1089.775391,1090.172119,390.633316,1092.564926,1092.258911,1091.290054,1091.884613,1092.317429,1092.63916,1091.332474,1092.165604,1092.634888
8,-256.7559814453125,266.2231140136719,-16.018291473388672,-30.786157608032227,25.63776206970215,11.256720542907715,7.587457656860352,11.118332862854004,-1.5447815656661987,0.33679285645484924,7.357179641723633,5.347536563873291,2.988107204437256,-2.140909194946289,-7.481479167938232,-4.676215648651123,1.5037328004837036,3.3352088928222656,-0.6335250735282898,-5.636041164398193,1092.708435,1093.337631,1092.843552,1092.188416,1091.453781,1091.720047,1090.776672,1089.409409,1088.608627,625.8312988,1081.798401,1078.520279,1061.707993,749.3473053,756.5011597,766.6997528,775.2693939,1032.546844,1032.264175,1025.315552,1027.150955,1024.62677,1022.82074,1020.478821,1013.928375,1012.455673,1014.320908,1011.648636,1011.646423,1011.340179
9,-285.158447265625,274.3855895996094,4.0558366775512695,-32.93622970581055,18.08577537536621,4.934127330780029,-5.333833694458008,5.36711311340332,-2.314814329147339,-8.459968566894531,-1.7310672998428345,1.458868384361267,1.0423988103866577,-1.564967155456543,-4.410935878753662,-2.0471856594085693,-0.050594110041856766,-1.215486764907837,-1.8169424533843994,-3.410407304763794,1011.021881,788.7204742,784.7930145,1010.934982,1012.07016,1012.469864,1012.443771,1012.226028,1012.113037,1010.960693,1011.00235,630.5404663,627.007103,1011.553192,1010.983734,1011.886215,1012.523422,1012.536163,1011.835175,1011.51413,1011.574936,1011.674805,463.3662796,461.1738968,1010.981979,1011.617737,1011.585922,1011.902008,1013.223495,1010.981827
